,Rank,Company,Industry,Address,City,State / Country,Postal Code,Country,"Revenue (in millions, USD)",Employees,Ticker,Website,CEO,Indian_cities,Department_in_india
377,378,Poste Italiane,"Insurance: Life, Health (Stock)",Viale Europa 190,Rome,Italy,00144,Italy,"$37,492",118969.0,,www.posteitaliane.it,Matteo Del Fante,[],[]
378,379,United Services Automobile Assn.,Insurance: Property and Casualty (Stock),9800 Fredericksburg Rd.,San Antonio,Texas,78288,U.S.,"$37,470",37335.0,,www.usaa.com,Wayne Peacock,[],['USAA does not have offices or hire in India.']
379,380,Finatis,Food & Drug Stores,83 Rue du Faubourg St. Honoré,Paris,France,75008,France,"$37,458",196350.0,,www.finatis.fr,Didier Leveque,[],[]
380,381,AstraZeneca,Pharmaceuticals,1 Francis Crick Ave.,Cambridge,Britain,CB2 0AA,Britain,"$37,417",83100.0,AZN,www.astrazeneca.com,Pascal Soriot,"['Mumbai', 'Hyderabad', 'Bangalore', 'Pune']","['Research & Development', 'Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources', 'IT']"
381,382,KB Financial Group,Banks: Commercial and Savings,26 Gukjegeumyung-ro,Seoul,South Korea,07331,South Korea,"$37,197",26187.0,KB,www.kbfg.com,Jong Kyoo Yoon,[],['KB Financial Group does not have offices or hire in India.']
382,383,Sompo Holdings,Insurance: Property and Casualty (Stock),1-26-1 Nishi-Shinjuku,Tokyo,Japan,160-8338,Japan,"$37,099",47776.0,SMPNY,www.sompo-hd.com,Kengo Sakurada,"['Mumbai', 'New Delhi', 'Bengaluru']","['Insurance Operations', 'Data Analytics', 'Software Development', 'Customer Service']"
383,384,Cenovus Energy,"Mining, Crude-Oil Production",225 6 Ave. S.W.,"Calgary, Alberta",Canada,T2P 0M5,Canada,"$36,979",5938.0,CVE,www.cenovus.com,Alexander J. Pourbaix,[],['Cenovus Energy does not have offices or hire in India.']
384,385,CRRC Group,Industrial Machinery,16 Central W. Fourth Ring Rd.,Beijing,China,100036,China,"$36,964",172869.0,,www.crrcgc.cc,Sun Yongcai,"['New Delhi', 'Bangalore', 'Mumbai']","['Engineering', 'Sales', 'Operations', 'Finance']"
385,386,Jingye Group,Metals,Nandian Town,Shijiazhuang,China,050400,China,"$36,882",31000.0,,www.hbjyjt.com,Li Ganpo,[],['Jingye Group does not currently have offices or hiring operations in India.']
386,387,Northwestern Mutual,"Insurance: Life, Health (Mutual)",720 E. Wisconsin Ave.,Milwaukee,Wisconsin,53202,U.S.,"$36,751",7585.0,,www.northwesternmutual.com,John Schlifske,[],['Northwestern Mutual does not have offices or hire in India. They primarily operate in the United States.']
387,388,Sumitomo Mitsui Financial Group,Banks: Commercial and Savings,1-1-2 Marunouchi,Tokyo,Japan,100-0005,Japan,"$36,597",101023.0,SMFG,www.smfg.co.jp,Jun Ohta,"['Mumbai', 'New Delhi', 'Bengaluru']","['Investment Banking', 'Asset Management', 'Corporate Banking', 'Retail Banking']"
388,389,Nucor,Metals,1915 Rexford Rd.,Charlotte,North Carolina,28211,U.S.,"$36,484",28800.0,NUE,www.nucor.com,Leon J. Topalian,[],['Nucor does not have offices or hire in India.']
389,390,Hyundai Mobis,Motor Vehicles & Parts,203 Teheran-ro,Seoul,South Korea,06141,South Korea,"$36,442",33702.0,,www.mobis.co.kr,Sung Hwan Cho,"['Chennai', 'Bangalore', 'Pune', 'Gurugram']","['R&D', 'Engineering', 'Manufacturing', 'Sales & Marketing', 'IT', 'Finance']"
390,391,Exelon,Utilities,10 S. Dearborn St.,Chicago,Illinois,60603,U.S.,"$36,347",31518.0,EXC,www.exeloncorp.com,Christopher M. Crane,"['Mumbai', 'Bangalore', 'Hyderabad']","['Information Technology', 'Engineering', 'Finance', 'Human Resources', 'Legal']"
391,392,Magna International,Motor Vehicles & Parts,337 Magna Dr.,"Aurora, Ontario",Canada,L4G 7K1,Canada,"$36,242",158000.0,MGA,www.magna.com,Donald J. Walker,"['Pune', 'Chennai']","['Engineering', 'Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources']"
392,393,CK Hutchison Holdings,Specialty Retailers,2 Queen's Rd. Central,Hong Kong,China,00000,China,"$36,134",300000.0,CKHUY,www.ckh.com.hk,"Li Tzar Kuoi, Victor",[],['CK Hutchison Holdings does not have offices or hire in India.']
393,394,Phoenix Pharma,Wholesalers: Health Care,Pfingstweidstr.10-12,Mannheim,Germany,68199,Germany,"$36,107",33205.0,,www.phoenixgroup.eu,Sven Seidel,[],[]
394,395,Massachusetts Mutual Life Insurance,"Insurance: Life, Health (Mutual)",1295 State St.,Springfield,Massachusetts,01111,U.S.,"$35,900",10052.0,,www.massmutual.com,Roger W. Crandall,[],['MassMutual does not have offices or hire in India.']
395,396,Kuehne + Nagel International,Transportation and Logistics,Kuehne + Nagel House,Schindellegi,Switzerland,08834,Switzerland,"$35,891",73516.0,KHNGY,www.kuehne-nagel.com,Detlef A. Trefzger,"['Mumbai', 'Delhi', 'Chennai', 'Bangalore', 'Hyderabad', 'Kolkata', 'Ahmedabad', 'Pune', 'Cochin', 'Gurgaon']","['Logistics', 'Freight Forwarding', 'Contract Logistics', 'Seafreight', 'Airfreight', 'Road Freight', 'Warehousing', 'Supply Chain Management', 'IT', 'Finance', 'Human Resources', 'Sales & Marketing']"
396,397,Jardine Matheson,Motor Vehicles & Parts,Jardine House,Hong Kong,China,00000,China,"$35,862",400000.0,JMHLY,www.jardines.com,Ben Keswick,"['Mumbai', 'New Delhi', 'Bangalore', 'Chennai', 'Hyderabad']","['Finance', 'Operations', 'Sales & Marketing', 'Human Resources', 'Technology']"
397,398,Raízen,Petroleum Refining,"Av. Brigadeiro Faria Lima, 4.100",São Paulo,Brazil,04538-132,Brazil,"$35,858",30359.0,,www.raizen.com.br,Ricardo Mussa,[],[]
398,399,Northrop Grumman,Aerospace & Defense,2980 Fairview Park Dr.,Falls Church,Virginia,22042,U.S.,"$35,667",88000.0,NOC,www.northropgrumman.com,Kathy Warden,"['Bangalore', 'Hyderabad', 'Mumbai', 'New Delhi']","['Engineering', 'Program Management', 'Business Development', 'Finance', 'Human Resources', 'Information Technology']"
399,400,TongLing Nonferrous Metals Group,Metals,W. Changjiang Rd.,Tongling,China,244001,China,"$35,511",20164.0,,www.tnmg.com.cn,Philippe Varay,[],[]
400,401,Mitsubishi Chemical Holdings,Chemicals,1-1-1 Marunouchi,Tokyo,Japan,100-8251,Japan,"$35,403",69784.0,MTLHY,www.mitsubishichem-hd.co.jp,Masayuki Waga,"['Mumbai', 'New Delhi']","['Research and Development', 'Sales and Marketing', 'Manufacturing']"
401,402,3M,Chemicals,3M Center,St. Paul,Minnesota,55144,U.S.,"$35,355",95000.0,MMM,www.3m.com,Michael F. Roman,"['Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Mumbai', 'Pune']","['Research & Development', 'Manufacturing', 'Sales & Marketing', 'Customer Service', 'Finance', 'Human Resources', 'Information Technology']"
402,403,British American Tobacco,Tobacco,4 Temple Place,London,Britain,WC2R 2PG,Britain,"$35,322",54365.0,BTI,www.bat.com,Jack Bowles,"['Mumbai', 'Delhi', 'Bangalore', 'Kolkata']","['Sales & Marketing', 'Finance', 'Human Resources', 'Legal', 'Supply Chain']"
403,404,Mizuho Financial Group,Banks: Commercial and Savings,1-5-5 Ohtemachi,Tokyo,Japan,100-8176,Japan,"$35,279",52464.0,MFG,www.mizuhogroup.com,Tatsufumi Sakai,"['Mumbai', 'Bangalore']","['Investment Banking', 'Global Markets', 'Asset Management', 'Commercial Banking']"
404,405,Haier Smart Home,"Electronics, Electrical Equip.",1 Haier Rd.,Qingdao,China,266101,China,"$35,278",104874.0,HSHCY,www.haier.net/en,,"['New Delhi', 'Bangalore', 'Mumbai', 'Chennai']","['Sales and Marketing', 'Service', 'Finance', 'Human Resources', 'Operations']"
405,406,Olam Group,Wholesalers: Food and Grocery,7 Straits View,Singapore,Singapore,018936,Singapore,"$34,987",62548.0,,www.olamgroup.com,Sunny Verghese,"['Mumbai', 'Gurgaon', 'Hyderabad', 'Chennai']","['Agribusiness', 'Food Ingredients', 'Coffee', 'Cocoa', 'Rice', 'Cashew', 'Cotton', 'Supply Chain', 'Finance', 'Human Resources', 'IT', 'Legal']"
406,407,Zijin Mining Group,Metals,1 Zijin Rd.,Longyan,China,364200,China,"$34,898",43876.0,ZIJMY,www.zjky.cn,Chen Jinghe,[],[]
407,408,Heraeus Holding,Metals,Heraeusstr. 12-14,Hanau,Germany,63450,Germany,"$34,886",16159.0,,www.heraeus.com,Jan Rinnert,"['Mumbai', 'Bangalore', 'Pune']","['Electronics', 'Healthcare', 'Sensors', 'Dental']"
408,409,Aisin,Motor Vehicles & Parts,2-1 Asahi-machi,Kariya,Japan,448-8650,Japan,"$34,873",117177.0,ASEKY,www.aisin.com,Moritaka Yoshida,"['Bangalore', 'Chennai', 'Pune']","['Engineering', 'Sales', 'Marketing', 'Human Resources', 'Finance']"
409,410,Travelers,Insurance: Property and Casualty (Stock),485 Lexington Ave.,New York,New York,10017,U.S.,"$34,816",30492.0,TRV,www.travelers.com,Alan Schnitzer,[],['Travelers does not have offices or hire in India.']
410,411,China Datang,Energy,1 Guangningbo St.,Beijing,China,100033,China,"$34,700",91005.0,,www.china-cdt.com,Chen Feihu,[],['China Datang does not have offices or hire in India. They are primarily a Chinese power generation company.']
411,412,Longfor Group Holdings,Real Estate,5 An'ding Rd.,Beijing,China,100029,China,"$34,630",44065.0,LGFRY,www.longfor.com,Shao Mingxiao,[],[]
412,413,Shudao Investment Group,Engineering & Construction,499 Jiaozi Ave.,Chengdu,China,610000,China,"$34,549",49493.0,,www.shudaojt.com,,[],[]
413,414,China National Aviation Fuel Group,Trading,2 Madian Rd.,Beijing,China,100088,China,"$34,519",13877.0,,www.cnaf.com,Zhou Qiang,[],[]
414,415,Arrow Electronics,Wholesalers: Electronics and Office Equipment,9201 E. Dry Creek Rd.,Centennial,Colorado,80112,U.S.,"$34,477",20700.0,ARW,www.arrow.com,Michael J. Long,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi']","['Sales', 'Marketing', 'Engineering', 'Operations', 'Finance', 'Human Resources', 'IT']"
415,416,New China Life Insurance,"Insurance: Life, Health (Stock)",A12 Jianguomenwai Ave.,Beijing,China,100022,China,"$34,476",34434.0,,www.newchinalife.com,,[],['New China Life Insurance does not have offices or hiring operations in India.']
416,417,Honeywell International,"Electronics, Electrical Equip.",855 S. Mint St.,Charlotte,North Carolina,28202,U.S.,"$34,392",99000.0,HON,www.honeywell.com,Darius E. Adamczyk,"['Bangalore', 'Chennai', 'Gurgaon', 'Hyderabad', 'Mumbai', 'Pune']","['Aerospace', 'Building Technologies', 'Performance Materials and Technologies', 'Safety and Productivity Solutions']"
417,418,Mitsubishi Heavy Industries,Industrial Machinery,3-2-3 Marunouchi,Tokyo,Japan,108-8332,Japan,"$34,364",77991.0,MHVYF,www.mhi.com,Seiji Izumisawa,"['Mumbai', 'New Delhi', 'Chennai', 'Bengaluru', 'Hyderabad']","['Aerospace', 'Power Systems', 'Industrial Machinery', 'Energy & Environment', 'Information Systems']"
418,419,Dollar General,Specialty Retailers,100 Mission Ridge,Goodlettsville,Tennessee,37072,U.S.,"$34,220",163000.0,DG,www.dollargeneral.com,Todd J. Vasos,[],[]
419,420,Schneider Electric,"Electronics, Electrical Equip.",35 Rue Joseph Monier,Rueil-Malmaison,France,92500,France,"$34,175",128000.0,SBGSY,www.se.com,Jean-Pascal Tricoire,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi', 'Pune']","['Engineering', 'Sales', 'Marketing', 'Finance', 'Human Resources', 'Operations']"
420,421,Hunan Iron & Steel Group,Metals,222 W. Xiangfu Rd.,Changsha,China,410004,China,"$34,061",33764.0,,www.chinavalin.com,,[],[]
421,422,Lu’an Chemical Group,"Mining, Crude-Oil Production",Houbu Town,Changzhi,China,046204,China,"$34,043",99132.0,,www.chinaluan.com,,[],[]
422,423,Siemens Energy,Energy,Otto Hahn Ring 6,Munich,Germany,81739,Germany,"$34,036",92000.0,SMNEY,www.siemens-energy.com,,"['Mumbai', 'Bengaluru', 'Chennai', 'Hyderabad', 'Gurgaon', 'Noida', 'Pune']","['Power Generation', 'Renewable Energy', 'Gas and Oil', 'Digital Grid', 'Transmission']"
423,424,PKN ORLEN Group,Petroleum Refining,7 Chemików St.,Plock,Poland,09-411,Poland,"$34,026",35424.0,,www.orlen.pl,Daniel Obajtek,[],['PKN ORLEN Group does not currently have offices or hire in India.']
424,425,ING Group,Banks: Commercial and Savings,Bijlmerdreef 106,Amsterdam,Netherlands,01102,Netherlands,"$33,851",57660.0,ING,www.ing.com,Steven Van Rijswijk,"['Mumbai', 'Bangalore']","['Technology', 'Operations', 'Finance']"
425,426,Phoenix Group Holdings,"Insurance: Life, Health (Stock)",100 St. Paul's Churchyard,London,Britain,EC4M 8BU,Britain,"$33,750",8045.0,PNXGF,www.thephoenixgroup.com,Andy Briggs,[],"['Phoenix Group Holdings does not currently have offices in India. While they do not have a presence in India, they may hire remotely for certain roles.']"
426,427,Veolia Environnement,Utilities,30 Rue Madeleine Vionnet,Aubervilliers,France,93300,France,"$33,706",169741.0,VEOEY,www.veolia.com,Antoine Frerot,"['Mumbai', 'Delhi', 'Bengaluru', 'Chennai', 'Hyderabad']","['Waste Management', 'Water Management', 'Energy', 'Industrial Services']"
427,428,Coop Group,Food & Drug Stores,Thiersteinerallee 12,Basel,Switzerland,04002,Switzerland,"$33,649",82697.0,,www.coop.ch,Joos Sutter,[],['Coop Group does not have offices or hire in India.']
428,429,Qualcomm,Semiconductors & Other Electronic Components,5775 Morehouse Dr.,San Diego,California,92121,U.S.,"$33,566",45000.0,QCOM,www.qualcomm.com,Cristiano R. Amon,"['Bangalore', 'Hyderabad', 'Pune', 'New Delhi']","['Engineering', 'Research & Development', 'Sales & Marketing', 'Operations', 'Human Resources']"
429,430,Shanghai Pharmaceuticals Holding,Wholesalers: Health Care,200 Taicing Rd.,Shanghai,China,200020,China,"$33,459",47056.0,SHPMY,www.sphchina.com,Cho Man,[],[]
430,431,Shanxi Coking Coal Group,"Mining, Crude-Oil Production",1 New Jinci Rd.,Taiyuan,China,030024,China,"$33,380",202079.0,,www.sxcc.com.cn,,[],['Shanxi Coking Coal Group does not currently have offices or hiring operations in India.']
431,432,CarMax,"Automotive Retailing, Services",12800 Tuckahoe Creek Pkwy.,Richmond,Virginia,23238,U.S.,"$33,197",32647.0,KMX,www.carmax.com,Victor Allen,[],[]
432,433,SAP,Computer Software,Dietmar Hopp Allee 16,Walldorf,Germany,69190,Germany,"$32,919",107415.0,SAP,www.sap.com,Christian Klein,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'Pune', 'Gurgaon']","['Technology', 'Consulting', 'Sales', 'Marketing', 'Finance', 'Human Resources', 'Operations']"
433,434,Xinjiang Zhongtai Group,Chemicals,39 Yangchenghu Rd.,Urumqi,China,830002,China,"$32,890",39141.0,,ww.zhtx.com,Wang Hongxin,[],[]
434,435,Tata Steel,Metals,24 Homi Mody St.,Fort Mumbai,India,400001,India,"$32,861",72551.0,,www.tatasteel.com,Natarajan Chandrasekaran,"['Mumbai', 'Kolkata', 'Jamshedpur', 'New Delhi', 'Bangalore', 'Hyderabad', 'Chennai', 'Pune', 'Ahmedabad', 'Vadodara', 'Bhubaneswar', 'Raipur', 'Vizag', 'Chandigarh', 'Lucknow', 'Surat', 'Indore', 'Noida']","['Steel Manufacturing', 'Mining', 'Engineering', 'Finance', 'Human Resources', 'Sales and Marketing', 'Information Technology', 'Research and Development']"
435,436,BYD,Motor Vehicles & Parts,3009 BYD Rd.,Shenzhen,China,518118,China,"$32,758",288186.0,BYDDY,www.byd.com,Wang Chuanfu,"['Bengaluru', 'Chennai', 'Mumbai', 'Delhi']","['Sales and Marketing', 'After-Sales Service', 'Manufacturing', 'Research and Development', 'Engineering']"
436,437,Rajesh Exports,Trading,4 Batavia Chambers,Bengaluru,India,560001,India,"$32,650",181.0,,www.rajeshindia.com,Rajesh Mehta,"['Bangalore', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi', 'Kolkata', 'Ahmedabad', 'Pune', 'Surat', 'Jaipur', 'Kanpur', 'Lucknow', 'Indore', 'Nagpur', 'Bhopal', 'Patna', 'Vadodara', 'Chandigarh', 'Coimbatore', 'Guwahati', 'Vijayawada', 'Visakhapatnam', 'Ghaziabad', 'Faridabad', 'Agra', 'Ludhiana', 'Amritsar', 'Jodhpur', 'Nashik', 'Aurangabad', 'Rajkot', 'Dehradun', 'Varanasi', 'Meerut', 'Allahabad', 'Ranchi', 'Bhubaneswar', 'Cuttack', 'Thiruvananthapuram', 'Kochi', 'Mangalore', 'Mysore', 'Salem', 'Tiruchirappalli', 'Madurai', 'Hubli', 'Dharwad', 'Belgaum', 'Mangalore', 'Mysore', 'Salem', 'Tiruchirappalli', 'Madurai', 'Hubli', 'Dharwad', 'Belgaum', 'Mangalore', 'Mysore', 'Salem', 'Tiruchirappalli', 'Madurai', 'Hubli', 'Dharwad', 'Belgaum']","['Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources', 'Information Technology', 'Research & Development', 'Quality Assurance', 'Logistics', 'Operations', 'Business Development']"
437,438,Inditex,Specialty Retailers,Av. de la Diputación,Arteixo,Spain,15143,Spain,"$32,572",165042.0,IDEXY,www.inditex.com,Oscar Garcia Maceiras,"['Bangalore', 'New Delhi']","['Supply Chain', 'IT', 'Finance', 'Marketing', 'Human Resources', 'Retail Operations']"
438,439,Banco Bradesco,Banks: Commercial and Savings,Cidade de Deus,Osasco,Brazil,06029-900,Brazil,"$32,556",79507.0,BBD,www.bradesco.com.br,Octavio De Lazari,[],['Banco Bradesco does not have offices or hire in India.']
439,440,Fubon Financial Holding,"Insurance: Life, Health (Stock)",179 Liaoning St.,Taipei,Taiwan,00104,Taiwan,"$32,223",44993.0,,www.fubon.com,Richard M. Tsai,[],"['Fubon Financial Holding does not have offices in India, so they do not hire in India.']"
440,441,S.F. Holding,Transportation and Logistics,Keji South 1st Rd.,Shenzhen,China,518057,China,"$32,120",177129.0,,www.sf-express.com,Wang Wei,[],['S.F. Holding does not have an office in India and therefore does not hire in India.']
441,442,Sumitomo Life Insurance,"Insurance: Life, Health (Mutual)",1-4-35 Shiromi,Osaka,Japan,540-8512,Japan,"$32,042",42954.0,,www.sumitomolife.co.jp,Masahiro Hashimoto,[],['Sumitomo Life Insurance does not have offices or hire in India. They are a Japanese insurance company.']
442,443,Capital One Financial,Banks: Commercial and Savings,1680 Capital One Dr.,McLean,Virginia,22102,U.S.,"$32,033",50767.0,COF,www.capitalone.com,Ashish Kumar,"['Bangalore', 'Gurgaon', 'Hyderabad']","['Technology', 'Operations', 'Analytics', 'Product Development']"
443,444,Canon,"Computers, Office Equipment",3-30-2 Shimomaruko,Tokyo,Japan,146-8501,Japan,"$32,005",184034.0,CAJ,www.global.canon,Fujio Mitarai,"['New Delhi', 'Mumbai', 'Bangalore', 'Chennai', 'Kolkata', 'Hyderabad', 'Pune']","['Sales & Marketing', 'Service & Support', 'Finance', 'Human Resources', 'Research & Development']"
444,445,Guangxi Investment Group,Diversified Financials,109 Minzu Ave.,Nanning,China,530028,China,"$31,962",35369.0,,www.gig.cn,Zhou Lian,[],[]
445,446,Fujitsu,Information Technology Services,1-5-2 Higashi-Shinbashi,Tokyo,Japan,105-7123,Japan,"$31,930",124216.0,FJTSY,www.fujitsu.com,Takahito Tokita,"['Bangalore', 'Chennai', 'Delhi', 'Hyderabad', 'Mumbai', 'Pune']","['IT', 'Engineering', 'Sales', 'Marketing', 'Finance', 'HR', 'Operations']"
446,447,Yunnan Provincial Investment Holding Group,Diversified Financials,285 Renmin W. Rd.,Kunming,China,650100,China,"$31,884",52077.0,,www.cnyig.com/en,,[],[]
447,448,Takeda Pharmaceutical,Pharmaceuticals,2-1-1 Nihonbashi-Honcho,Tokyo,Japan,103-8668,Japan,"$31,771",47347.0,TAK,www.takeda.com,Christophe Weber,"['Mumbai', 'Hyderabad', 'Gurgaon']","['Research & Development', 'Manufacturing', 'Sales & Marketing', 'Finance', 'Human Resources']"
448,449,Suzuki Motor,Motor Vehicles & Parts,300 Takatsuka-cho,Hamamatsu,Japan,432-8611,Japan,"$31,765",69193.0,SZKMY,www.globalsuzuki.com,Toshihiro Suzuki,"['New Delhi', 'Gurgaon', 'Mumbai', 'Chennai', 'Kolkata']","['Sales and Marketing', 'Service and Parts', 'Finance', 'Human Resources', 'Manufacturing']"
449,450,Migros Group,Food & Drug Stores,Limmatstr. 152,Zurich,Switzerland,08005,Switzerland,"$31,658",73546.0,,www.migros.ch,Fabrice Zumbrunnen,[],[]
450,451,TD Synnex,Wholesalers: Electronics and Office Equipment,44201 Nobel Dr.,Fremont,California,94538,U.S.,"$31,614",27000.0,SNX,www.tdsynnex.com,Richard T. Hume,"['Bengaluru', 'Chennai', 'Hyderabad', 'Mumbai', 'New Delhi']","['Sales', 'Marketing', 'Engineering', 'Finance', 'Human Resources', 'Operations']"
451,452,Weichai Power,Industrial Machinery,197 Fu Shou East St.,Weifang,China,261061,China,"$31,556",82600.0,WEICY,www.weichaipower.com,Tan Xuguang,[],"['Weichai Power does not have any offices in India, therefore they do not hire in India.']"
452,453,Xinjiang Guanghui Industry Investment,Trading,165 Xinhua N. Rd.,Urumqi,China,830002,China,"$31,506",73109.0,,www.guanghui.com,,[],[]
453,454,Philip Morris International,Tobacco,120 Park Ave.,New York,New York,10017,U.S.,"$31,405",69600.0,PM,www.pmi.com,Martin King,[],"['Philip Morris International does not have offices or hire directly in India. However, they may have partnerships with local companies or distributors.']"
454,455,World Fuel Services,Energy,9800 N.W. 41st St.,Miami,Florida,33178,U.S.,"$31,337",4414.0,INT,www.wfscorp.com,Michael J. Kasbar,"['Mumbai', 'New Delhi']","['Sales', 'Operations', 'Finance', 'IT']"
455,456,Bank of Nova Scotia,Banks: Commercial and Savings,44 King St. W.,"Toronto, Ontario",Canada,M5H 1H1,Canada,"$31,226",89488.0,BNS,www.scotiabank.com,Brian Porter,[],"['Scotiabank does not have physical branches or offices in India. However, they have a Global Business Solutions (GBS) center in India which provides technology and support services to their global operations. This GBS center is located in Hyderabad, and they do hire in India for various roles in technology, operations, and business support.']"
456,457,Suncor Energy,Petroleum Refining,150 Sixth Ave. S.W.,"Calgary, Alberta",Canada,T2P 3E3,Canada,"$31,191",16922.0,SU,www.suncor.com,Kris Smith,[],['Suncor Energy does not have offices or hire in India.']
457,458,Shandong Hi-Speed Group,Transportation and Logistics,8 Longao N. Rd.,Jinan,China,250098,China,"$31,136",52407.0,,www.sdhsg.com,,[],[]
458,459,Hailiang Group,Trading,1508 Binsheng Rd.,Hangzhou,China,310051,China,"$31,049",24058.0,,www.hailiang.com,Cao Jianguo,[],['Hailiang Group does not have offices or hire in India.']
459,460,CRH,"Building Materials, Glass",Stonemason's Way,Dublin,Ireland,00016,Ireland,"$30,981",77400.0,CRH,www.crh.com,Albert Manifold,"['Mumbai', 'Bangalore', 'Hyderabad', 'Chennai']","['Construction Materials', 'Building Products', 'Cement']"
460,461,Investor,Diversified Financials,Arsenalsgatan 8C,Stockholm,Sweden,103 32,Sweden,"$30,948",14812.0,IVSBF,www.investorab.com,Johan Forssell,[],[]
461,462,Wistron,"Computers, Office Equipment",158 Singshan Rd.,Taipei,Taiwan,11469,Taiwan,"$30,867",80000.0,,www.wistron.com,Simon Lin,"['Bengaluru', 'Chennai', 'Hyderabad', 'Pune', 'Noida']","['Manufacturing', 'Engineering', 'Finance', 'Human Resources', 'Sales & Marketing']"
462,463,Linde,Chemicals,"Forge, 43 Church St. W.","Woking, Surrey",Britain,GU21 6HT,Britain,"$30,798",72327.0,LIN,www.linde.com,Steve Angel,"['Mumbai', 'Pune', 'Bangalore', 'Chennai', 'Hyderabad', 'New Delhi']","['Engineering', 'Sales', 'Marketing', 'Operations', 'Finance', 'Human Resources', 'IT']"
463,464,Samsung Life Insurance,"Insurance: Life, Health (Stock)",11 Seocho-daero 74-gil,Seoul,South Korea,06620,South Korea,"$30,654",4975.0,,www.samsunglife.com,Young-Muk Jeon,[],['Samsung Life Insurance does not have offices or hire in India.']
464,465,Banco do Brasil,Banks: Commercial and Savings,Setor de Autarquias Norte,Brasilia,Brazil,70040-912,Brazil,"$30,602",84597.0,BDORY,www.bb.com.br,Rubem De Freitas Novaes,[],['Banco do Brasil does not have offices or hire in India.']
465,466,Chengdu Xingcheng Investment Group,Engineering & Construction,Zhuojin Rd.,Chengdu,China,061000,China,"$30,553",38076.0,,www.cdxctz.com,Ren Zhineng,[],[]
466,467,Guangzhou Pharmaceutical Holdings,Pharmaceuticals,45 Shamian N. St.,Guangzhou,China,510130,China,"$30,466",34730.0,,www.gpc.com.cn,,[],[]
467,468,Performance Food Group,Wholesalers: Food and Grocery,12500 W. Creek Pkwy.,Richmond,Virginia,23238,U.S.,"$30,399",22885.0,PFGC,www.pfgc.com,George L. Holm,[],['Performance Food Group does not currently have offices or hire in India.']
468,469,Shanghai Delong Steel Group,Metals,188 Yesheng Rd.,Shanghai,China,201306,China,"$30,343",46054.0,,www.shanghaidelong.com,,[],[]
469,470,GS Caltex,Petroleum Refining,508 Nonhyeon-ro,Seoul,South Korea,06141,South Korea,"$30,182",3259.0,,www.gscaltex.com,Jung Su Kim,[],['GS Caltex does not have offices or hire in India. ']
470,471,Mercadona,Food & Drug Stores,Calle Valencia 5,Valencia,Spain,46016,Spain,"$30,170",95800.0,,www.mercadona.es,Juan Roig,[],[]
471,472,CJ Corp.,Food Production,12 Sowol-ro 2-gil,Seoul,South Korea,04637,South Korea,"$30,134",64259.0,,www.cj.net,,[],"['CJ Cheiljedang, CJ OliveNetworks, CJ Logistics, CJ CGV, CJ ENM']"
472,473,Medtronic,Medical Products and Equipment,20 Lower Hatch St.,Dublin,Ireland,00002,Ireland,"$30,117",90000.0,MDT,www.medtronic.com,Geoff Martha,"['Bangalore', 'Hyderabad', 'Mumbai', 'New Delhi', 'Chennai']","['Research and Development', 'Manufacturing', 'Sales and Marketing', 'Clinical Affairs', 'Regulatory Affairs', 'Finance', 'Human Resources', 'Information Technology']"
473,474,Samsung C&T,Trading,26 Sangil-ro 6-gil,Seoul,South Korea,05510,South Korea,"$30,109",15331.0,,www.samsungcnt.com,Maeng Kyu Cha,"['Mumbai', 'New Delhi']","['Construction', 'Trading', 'Fashion', 'Engineering']"
474,475,CPC,Petroleum Refining,2 Tso-Nan Rd.,Kaohsiung,Taiwan,81126,Taiwan,"$30,021",16366.0,,www.cpc.com.tw,,[],['CPC does not have offices or hire in India.']
475,476,Sumitomo Electric Industries,Motor Vehicles & Parts,4-5-33 Kitahama,Osaka,Japan,541-0041,Japan,"$29,980",281075.0,SMTOY,www.global-sei.com,Masayoshi Matsumoto,"['Mumbai', 'Chennai', 'Bangalore', 'Pune', 'New Delhi']","['Manufacturing', 'Engineering', 'Sales & Marketing', 'Research & Development', 'Human Resources']"
476,477,X5 Retail Group,Food & Drug Stores,Zuidplein 196,Amsterdam,Netherlands,01077,Netherlands,"$29,922",340928.0,,www.x5.ru,,[],[]
477,478,Delta Air Lines,Airlines,1030 Delta Blvd.,Atlanta,Georgia,30354,U.S.,"$29,899",83000.0,DAL,www.delta.com,,"['Mumbai', 'New Delhi']","['Customer Service', 'Sales', 'Information Technology']"
478,479,American Airlines Group,Airlines,1 Skyview Dr.,Fort Worth,Texas,76155,U.S.,"$29,882",123400.0,AAL,www.aa.com,Robert D. Isom,[],['American Airlines does not have offices or hiring operations in India. Their primary focus is on the North American market.']
